tipo,tiempo_1,mse_1,mae_1,mape_1,tiempo_2,mse_2,mae_2,mape_2,tiempo_3,mse_3,mae_3,mape_3,tiempo_4,mse_4,mae_4,mape_4,tiempo_6,mse_6,mae_6,mape_6,tiempo_7,mse_7,mae_7,mape_7
1,0.015647172927856445,3.7477531587755237,1.7640188160469383,0.1315733712995574,0.020158052444458008,3.9489107717881065,1.8182530927002272,0.13409032569375715,0.034004926681518555,4.035208542172476,1.8408974026691787,0.1372884666260253,0.051409244537353516,2.2093886995734464,1.310368245539346,0.09698560081513119,0.09993124008178711,2.3297812435570258,1.3520698972098815,0.09903381086989366,0.13268399238586426,2.4412603848278334,1.3784034174480961,0.10049379793954522
1,0.011847972869873047,2.2955663932998975,1.2850147591002485,0.11259856773968208,0.01857304573059082,1.674040616218688,1.1549461759421604,0.10349038671043774,0.02895212173461914,1.6777463120842588,1.2084367454820615,0.11241469410790002,0.04512190818786621,2.155233648940438,1.3739615958551703,0.13105353772641784,0.0925290584564209,1.923746208574726,1.2872834562307187,0.11928347279846335,0.11676597595214844,0.8472334596878018,0.7164260114075199,0.0630773164335309
1,0.011609077453613281,2.5011842685228083,1.344593105941559,0.18327078591743506,0.017206907272338867,3.6312771092542175,1.6596563073016692,0.22601497139598103,0.027028799057006836,2.7116190578320327,1.4152254084954627,0.19195677521295273,0.04184317588806152,2.3891598529937426,1.3274497755118,0.17999600772673655,0.08435297012329102,2.4891752561894376,1.3392312331977412,0.18354316828374614,0.11459088325500488,2.4917913330005033,1.3267060632632168,0.18171154125295544
1,0.011122941970825195,1.6314272559598475,1.032513112735718,0.10276117688717179,0.017695903778076172,1.194019852953337,0.843152028260501,0.08407094324263059,0.02732372283935547,1.3436275647540787,0.9227411343658481,0.09191572093679379,0.04224991798400879,1.106569652600422,0.8310249955194081,0.0832531649648304,0.08253908157348633,1.1781338994706922,0.8603811352621807,0.08613346467569238,0.10566306114196777,1.2078934974868367,0.8730785705712428,0.08747214233299459
1,0.012238025665283203,4.380777143784506,1.8082863373349944,0.11460436353011227,0.01974797248840332,5.420051613076256,2.1746656407980076,0.1344339416217506,0.03347516059875488,8.748495689152046,2.7171381945160626,0.1659856073861247,0.05318617820739746,8.76235454990909,2.7863618278575415,0.17130413756797602,0.10808205604553223,1.4987783105784984,1.0241339649135497,0.063043757051185,0.1459970474243164,1.705162784648061,1.0991333820850133,0.06822633589610642
1,0.011304140090942383,1.6044553192972455,1.0830949752699255,0.14308753144954675,0.017193078994750977,1.4162882440110849,1.0233448716358071,0.12881367394156074,0.027477025985717773,1.4454858966608228,1.0311984547791273,0.12802230386383254,0.04166913032531738,2.1730471903115878,1.2161887081265321,0.14442593760606978,0.08775186538696289,1.5003572082170518,1.085924511075907,0.13206840214368062,0.11307692527770996,1.5946548192672065,1.0937359394706085,0.131668326101418
1,0.011881113052368164,1.8996468385743779,1.2257883255616384,0.10151788577593174,0.022522926330566406,2.2932650593744106,1.2763840020941293,0.10295623637622542,0.03257274627685547,3.568361276959205,1.7468684742824936,0.1457098898841376,0.05010819435119629,2.647037818937578,1.5029061045122987,0.12503068577706145,0.09958767890930176,2.974140795327548,1.495217236904816,0.12504620893624432,0.13185977935791016,5.991112760026813,2.113638824399089,0.17175809648568116
1,0.01164388656616211,3.437286732911556,1.324656293444949,0.06539688824804163,0.019552946090698242,3.571337123024526,1.3732084684158379,0.06457859650489518,0.03152203559875488,3.4359548001858164,1.3854036375203862,0.06774000483088284,0.05241894721984863,6.466871886639862,1.9713599098514838,0.11218931319589427,0.10841202735900879,11.437294897105948,2.779341142806023,0.17668667501006544,0.14882588386535645,14.077998992492397,3.042807444006474,0.1968507967496711
1,0.012077808380126953,7.448506223016543,2.20759241581291,0.15353906425169334,0.019930124282836914,6.115768740945679,1.9265210095706582,0.134677200051545,0.0326387882232666,6.180416113566518,1.8985141293768164,0.13341173749120236,0.048979997634887695,4.7538690341630305,1.6726068791119504,0.11238308828734611,0.09604787826538086,6.207852319854578,1.9811344879656552,0.13295443527619435,0.12799596786499023,6.901443660131638,2.1139514156210115,0.1439619863439048
1,0.011588811874389648,6.392728460102727,2.2513111956388348,0.23294462404660896,0.018970966339111328,3.2710176469582266,1.6291496942454735,0.16986543306997412,0.03061389923095703,3.4488982624540188,1.6623268515304315,0.17286988642006385,0.04569196701049805,3.402010500468366,1.6631110877349442,0.17317631252743126,0.09246015548706055,7.037183352318661,2.3027478156902275,0.24500637781293277,0.12103819847106934,3.506581652872724,1.7598352896423979,0.1834139836422007
