tipo_hueco,tiempo_prophet,tiempo_svr,tiempo_svr_doble,mse_prophet,mse_svr,mse_svr_doble
1,39.3064980506897,0.11078405380249023,0.015915870666503906,11.25236939217742,49.82621435093697,34.63419034484172
1,29.52494502067566,0.10860300064086914,0.015861988067626953,14.807462024748753,23.587388213457174,18.67266935249137
1,34.481441020965576,0.10973596572875977,0.015564918518066406,21.514638690513404,7.434563531214099,8.433017402487792
1,33.76545000076294,0.10758805274963379,0.016148090362548828,25.746860878680735,3.193610329544498,2.460259114244794
1,36.434431076049805,0.10950922966003418,0.015761137008666992,12.124491709170627,51.549495540847204,30.67904204242924
1,31.135293006896973,0.10960507392883301,0.01622295379638672,12.205846906334893,53.90381223692356,32.82557880712829
1,40.13143515586853,0.1081390380859375,0.01602482795715332,17.700115294889482,18.078651912826178,15.614315374665262
1,29.12750792503357,0.10753488540649414,0.01556396484375,20.070578591213415,10.00760561091858,11.043384169921993
1,39.409828186035156,0.10909581184387207,0.01577901840209961,12.228686600775708,51.13972112107814,30.47349622814141
1,29.10212469100952,0.10968184471130371,0.015632152557373047,10.592505225895605,47.381631130203154,32.07267109803144
1,36.12353301048279,0.10845494270324707,0.01639699935913086,11.458416527150861,49.8575979431933,34.889861883680446
1,35.45029926300049,0.10771632194519043,0.015838146209716797,17.781496296128708,17.05976885140537,15.087491336956939
1,41.35382413864136,0.10986900329589844,0.015439987182617188,11.197754520633888,44.19037678758346,29.934785338999294
1,40.09334206581116,0.10828399658203125,0.015850067138671875,14.203746357992364,27.097382152614227,20.741375474031134
1,30.44292902946472,0.10851597785949707,0.016026020050048828,11.280304736551942,52.80642422353154,32.7877221722889
1,48.922727823257446,0.1092071533203125,0.0160372257232666,12.448771501422856,37.865637792404506,26.722280398792094
1,29.55656886100769,0.1096189022064209,0.015695810317993164,10.547503180505833,48.005901915302466,32.58124772757167
1,38.89643883705139,0.10766887664794922,0.015904903411865234,15.571876051938483,21.75566535521165,17.547063511716676
1,46.62988996505737,0.11140799522399902,0.01568889617919922,11.87648755994528,50.17488035327719,30.821847764819072
1,30.465412139892578,0.10817790031433105,0.01585221290588379,11.280304736551942,52.80642422353154,32.7877221722889
2,34.36522817611694,0.25226712226867676,0.029948949813842773,36.99933678210099,62.65242723297231,55.96065681748888
2,35.95031690597534,0.2521648406982422,0.02957630157470703,36.58616736013483,55.96634006929387,52.28856761440735
2,44.51212000846863,0.26574110984802246,0.03700685501098633,24.959785353794757,39.1492937388393,20.9910425198646
2,34.77710008621216,0.2518482208251953,0.03177785873413086,25.107504967371252,38.50357401479467,19.43246079179207
2,38.40983295440674,0.25217199325561523,0.029613971710205078,37.662849137840944,66.30297687813518,56.982310218426484
2,23.477534770965576,0.25351977348327637,0.02992725372314453,30.01959855696295,47.17006076139047,8.49787041442824
2,39.60728907585144,0.2506711483001709,0.030024290084838867,38.48796299367148,59.964294385648145,46.94809040199049
2,44.127074003219604,0.25200986862182617,0.03032398223876953,34.42212706951981,29.60619635232457,42.94672812033716
2,35.454143047332764,0.25144124031066895,0.031009197235107422,27.594570900765785,41.98294405596586,17.534842763710106
2,45.2662079334259,0.2549910545349121,0.03181791305541992,22.03486624600752,7.862417023073206,18.024638881252965
2,40.59234690666199,0.25101375579833984,0.030477046966552734,35.460084659498655,50.2213912437478,49.11770284758169
2,45.39989185333252,0.252636194229126,0.029841899871826172,36.97675076714872,54.337844999408425,51.60732520002125
2,48.82236385345459,0.2582831382751465,0.030560016632080078,36.556262343462414,62.37002740636881,56.10650244034068
2,38.21129894256592,0.2580418586730957,0.03358125686645508,24.574208614744332,38.76730727824973,23.092570856037042
2,36.186086893081665,0.25429511070251465,0.032145023345947266,26.73028810360647,41.72104766947382,18.126594585456473
2,43.04258918762207,0.2531559467315674,0.033133745193481445,26.214103711627516,37.49286104540894,18.33967675730585
2,34.52497410774231,0.2571711540222168,0.03277182579040527,23.017662158992135,10.257009081642105,18.1176712984161
2,38.26286506652832,0.25737810134887695,0.03247809410095215,19.607094249019166,18.38600122289889,20.09223086499264
2,39.480486154556274,0.2520158290863037,0.030701875686645508,38.48796299367148,59.964294385648145,46.94809040199049
2,34.130911111831665,0.2539520263671875,0.030491113662719727,36.99933678210099,62.65242723297231,55.96065681748888
3,39.691261291503906,0.49673914909362793,0.054232120513916016,28.16816601483537,32.64033952972726,18.894030948516946
3,35.00201106071472,0.5040740966796875,0.05312299728393555,44.01458734382503,42.45003320914056,34.91285801688526
3,35.00512886047363,0.5076828002929688,0.052974700927734375,35.49016510464398,49.57220529732986,43.74698492879153
3,39.32298970222473,0.4997870922088623,0.05410003662109375,45.834665575942964,47.47729936617881,36.62766856886646
3,47.66741895675659,0.5074570178985596,0.05444598197937012,26.938546233919112,44.01984747215248,32.87448816255599
3,40.01476693153381,0.4960052967071533,0.052674055099487305,42.48561332907619,29.371265101865966,31.734456189146712
3,48.719866037368774,0.49952197074890137,0.053907155990600586,47.20426137149597,55.827419299065916,42.41736248187654
3,24.648439168930054,0.5122740268707275,0.0529940128326416,28.176802475764234,49.078336902330506,47.884473061367174
3,50.3837411403656,0.5011961460113525,0.05323481559753418,40.59610727261028,46.98795504722821,41.56106360730216
3,38.13174104690552,0.49742794036865234,0.05347394943237305,43.47844426927547,35.17476860566479,33.41998715436229
3,30.179676055908203,0.5000591278076172,0.05378127098083496,24.177750254096047,26.18141462464878,20.23589865825751
3,38.422826051712036,0.49801182746887207,0.05322718620300293,40.04970525795257,25.58454960284114,29.993557735334466
3,38.5323760509491,0.508903980255127,0.05309009552001953,32.74935713258083,49.39774128801383,45.06246742144804
3,39.356091022491455,0.5086789131164551,0.053508758544921875,32.23513562404714,7.518050127152953,22.10951432434134
3,41.05378985404968,0.5033509731292725,0.05318808555603027,36.052048805342366,48.854602137043386,42.816453380643225
3,41.34765100479126,0.49852991104125977,0.05405902862548828,46.878087233429966,56.82932811913234,42.51369292831618
3,37.78737473487854,0.5010488033294678,0.0546109676361084,46.79363337284994,56.49652529045923,42.39108775396933
3,43.923007011413574,0.50307297706604,0.05411505699157715,46.928372157911696,56.62192780206643,42.58728949432006
3,43.07785606384277,0.5104870796203613,0.0530543327331543,28.50808637408425,47.2439840355472,46.37259707602099
3,24.55776309967041,0.5101521015167236,0.05284309387207031,31.350560659020662,49.086477819620804,48.20432365279194
4,31.1252920627594,0.9689979553222656,0.08652591705322266,50.37395212795956,29.629246276194305,31.171451065253603
4,28.553709983825684,0.8594388961791992,0.08670377731323242,31.942278145586226,23.77050766406025,27.735038033998745
4,27.687062740325928,0.8720388412475586,0.09088897705078125,16.00785398633355,41.8727787363023,13.985686961630554
4,45.1094651222229,0.8711299896240234,0.08711385726928711,41.98670392883079,48.189288092388146,41.05467559078243
4,43.78295087814331,0.8606297969818115,0.0873720645904541,13.12618335961479,32.626092668322215,8.408090838524071
4,36.900760650634766,0.9472730159759521,0.08470582962036133,12.804464886790635,30.92015986558245,9.653827803948834
4,29.722707986831665,0.865786075592041,0.08611607551574707,50.57892761844076,29.154202524455055,30.8604344824635
4,44.07009196281433,0.8581302165985107,0.08714103698730469,21.00456146813131,43.756817362856985,23.026503658664552
4,44.07919478416443,0.8691248893737793,0.08519887924194336,35.84425823067813,37.94018464526547,42.5779973372789
4,34.49302291870117,0.8659288883209229,0.08655500411987305,21.49795533955869,44.228080536055096,23.323986694620675
4,54.04374098777771,0.8722920417785645,0.08575606346130371,45.19182135731859,44.64012725707394,38.284963931310386
4,25.946409940719604,0.8611540794372559,0.08520197868347168,12.779498555149821,31.14261990177339,9.296564133276235
4,45.947524309158325,0.8771097660064697,0.08649396896362305,48.94725887074002,24.973920100573437,32.74485655506018
4,35.189446210861206,0.8712120056152344,0.08782696723937988,47.87532798821851,25.437405636147115,31.47840492558917
4,33.7506148815155,0.862036943435669,0.08807492256164551,22.163318000047155,44.17517097015004,23.575413766324186
4,34.66155815124512,0.8660290241241455,0.08503603935241699,13.176097978592466,34.34440637321307,6.926751891034891
4,43.10304403305054,0.874406099319458,0.08555912971496582,49.54278791982214,35.38493487860701,34.291946942496544
4,43.993045806884766,0.8800246715545654,0.08478426933288574,47.68845087139846,37.19344321579793,35.176827517590205
4,56.07226300239563,0.8565700054168701,0.08729100227355957,41.02658237018068,18.290185025173027,29.540302156374334
4,40.32097005844116,0.8693177700042725,0.0892939567565918,14.44958362323114,42.731980472171045,8.128335444916972
5,36.7862069606781,1.377289056777954,0.15309500694274902,43.6901726608705,17.81067067639718,24.909455777323902
5,37.7341251373291,1.3811709880828857,0.1427600383758545,44.071665582996765,17.884851074753307,30.104648311844418
5,27.992432117462158,1.3614320755004883,0.14600872993469238,12.701063922365144,26.076647925086302,18.721756342939496
5,35.99532985687256,1.4113726615905762,0.14573287963867188,35.29529611759488,19.344576300411504,23.344833969609045
5,36.38688397407532,1.3479499816894531,0.14529895782470703,10.060532849472866,28.5102851462096,17.07524722711232
